WigleWifi-1.4,appRelease=2.26,model=Redmi Note 4,release=6.0,device=nikel,display=MRA58K,board=unknown,brand=Xiaomi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-81,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-80,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-80,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-80,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-83,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-80,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-79,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-76,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-94,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-95,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],1970-01-01 02:00:00,1,-80,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-84,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-73,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-80,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
ec:8c:a2:88:4e:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-94,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
24:c9:a1:36:59:e8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.1052707142856,35.1950397619047,0,38.2477378845215,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-80,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-80,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-57,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-65,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-68,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-95,32.1045016666666,35.1998766666666,0,38.2477378845215,WIFI
